"customer_id","segment","province_city"
1136833,"Regular","HO CHI MINH"
1692325,"Regular","HA NOI"
1692390,"Regular","HA NOI"
1692444,"Regular","QUANG TRI"
1692492,"Regular","HA NOI"
1103653,"Regular","HA NOI"
1103680,"Regular","HOA BINH"
1103692,"Regular","VINH PHUC"
2923683,"Regular","HA NOI"
2923693,"Regular","No Info"
2923703,"Regular","No Info"
2923726,"Regular","NAM DINH"
2923738,"Regular","HO CHI MINH"
2923741,"Regular","HO CHI MINH"
2923746,"Regular","THUA THIEN HUE"
2281221,"Regular","HO CHI MINH"
2281235,"Regular","HAI PHONG"
1142830,"Regular","HO CHI MINH"
1142836,"Regular","HO CHI MINH"
1142847,"Regular","HO CHI MINH"
1142871,"Regular","HO CHI MINH"
1142900,"Regular","HO CHI MINH"
1136532,"Regular","HO CHI MINH"
1136593,"Regular","HO CHI MINH"
1136595,"Regular","HO CHI MINH"
1136616,"Regular","HA NOI"
1142349,"Regular","HAI PHONG"
111835,"Regular","CAN THO"
1152885,"Regular","HA NOI"
1152979,"Regular","HA NOI"
111893,"Regular","HA NOI"
1124509,"Regular","HA NOI"
1124515,"Regular","HA NOI"
112443,"Regular","NAM DINH"
1124528,"Regular","HO CHI MINH"
1124529,"Regular","HA NOI"
1142757,"Regular","HO CHI MINH"
1142767,"Regular","HO CHI MINH"
1142770,"Regular","HO CHI MINH"
1142780,"Regular","HO CHI MINH"
1142798,"Regular","HO CHI MINH"
1142805,"Regular","HO CHI MINH"
1142815,"Regular","HO CHI MINH"
1118475,"Regular","HO CHI MINH"
1118492,"Regular","HA NOI"
105259,"Regular","THUA THIEN HUE"
2923780,"Regular","No Info"
1108901,"Regular","HO CHI MINH"
1108912,"Regular","HO CHI MINH"
1108914,"Regular","HO CHI MINH"
1108925,"Regular","HAI PHONG"
1108931,"Regular","HO CHI MINH"
1109024,"Regular","THUA THIEN HUE"
110894,"Regular","HO CHI MINH"
1109030,"Regular","DONG NAI"
1107275,"Regular","QUANG NINH"
1107327,"Regular","HO CHI MINH"
2923763,"Regular","No Info"
1102961,"Regular","HA NOI"
1102976,"Regular","HA NOI"
1102992,"Regular","HO CHI MINH"
2923815,"Regular","No Info"
2923825,"Regular","No Info"
2924025,"Regular","BAC GIANG"
2924037,"Regular","GIA LAI"
2924054,"Regular","QUANG NINH"
2924068,"Regular","HA NOI"
2276534,"Regular","HAI PHONG"
2276553,"Regular","No Info"
2276567,"Regular","No Info"
2276568,"Regular","HAI PHONG"
2276579,"Regular","HA NOI"
2282982,"Regular","HA NOI"
2282992,"Regular","VUNG TAU"
2282994,"Regular","HA NOI"
2282995,"Regular","AN GIANG"
2283018,"Regular","NGHE AN"
2283021,"Regular","HA NOI"
1160948,"Regular","HA NOI"
1160966,"Regular","HA NOI"
1201964,"Regular","HO CHI MINH"
2924075,"Regular","HA NOI"
2924105,"Regular","HO CHI MINH"
2284725,"Regular","HA NOI"
228468,"Regular","HO CHI MINH"
2284773,"Regular","HAI PHONG"
1107841,"Regular","HA NOI"
1107850,"Regular","HO CHI MINH"
1107873,"Regular","QUANG NINH"
1122453,"Regular","HA NOI"
1122522,"Regular","HA NOI"
2284774,"Regular","HA NOI"
2284788,"Regular","HA NOI"
2284803,"Regular","HA NOI"
2284836,"Regular","HA NOI"
2284839,"Regular","DONG NAI"
2284847,"Regular","HA NOI"
2284848,"Regular","HA NOI"
2297410,"Regular","HA NOI"
2297430,"Regular","HA NOI"
2297433,"Regular","HA NOI"
2297447,"Regular","THUA THIEN HUE"
2297475,"Regular","HA NOI"
2297504,"Regular","HA NOI"
229742,"Regular","HO CHI MINH"
1137569,"Regular","HA NOI"
11366,"Regular","HO CHI MINH"
1167118,"Regular","HA NOI"
1167130,"Regular","HA NOI"
1167217,"Regular","HO CHI MINH"
1167233,"Regular","HOA BINH"
1171462,"Regular","HO CHI MINH"
1171498,"Regular","HA NOI"
1171521,"Regular","HA NOI"
1171547,"Regular","HO CHI MINH"
1171590,"Regular","HA NOI"
1168169,"Regular","HA NOI"
1174052,"Regular","DA NANG"
1106656,"Regular","HO CHI MINH"
1106769,"Regular","HO CHI MINH"
1106784,"Regular","HA NOI"
1173192,"Regular","HO CHI MINH"
117313,"Regular","THANH HOA"
117326,"Regular","NAM DINH"
1229244,"Regular","HO CHI MINH"
1229252,"Regular","HO CHI MINH"
1229321,"Regular","HO CHI MINH"
1229328,"Regular","HO CHI MINH"
1131186,"Regular","HA NOI"
1148909,"Regular","HO CHI MINH"
1148933,"Regular","HA NOI"
1106851,"Regular","HA NOI"
1106863,"Regular","QUANG NINH"
1229618,"Regular","BINH THUAN"
1229652,"Regular","HO CHI MINH"
1229654,"Regular","HO CHI MINH"
122957,"Regular","NAM DINH"
1229660,"Regular","HO CHI MINH"
1229677,"Regular","HO CHI MINH"
1229680,"Regular","HO CHI MINH"
1173374,"Regular","HAI PHONG"
1173442,"Regular","HA NOI"
1659934,"Regular","HA NOI"
1131228,"Regular","HA NOI"
1131244,"Regular","HA NOI"
1131253,"Regular","HAI PHONG"
2311584,"Regular","VINH PHUC"
2311588,"Regular","DONG THAP"
1174190,"Regular","THANH HOA"
1174262,"Regular","HO CHI MINH"
1174264,"Regular","HA NOI"
1129810,"Regular","HA NOI"
1135297,"Regular","HO CHI MINH"
1131496,"Regular","BINH THUAN"
1131559,"Regular","HA NOI"
116667,"Regular","HO CHI MINH"
1166768,"Regular","THANH HOA"
1166797,"Regular","BAC GIANG"
1166841,"Regular","HA NOI"
1145070,"Regular","HA NOI"
1145127,"Regular","HA NOI"
1095523,"Regular","BINH THUAN"
1095555,"Regular","BINH THUAN"
1095568,"Regular","THUA THIEN HUE"
1095644,"Regular","HA NOI"
2234382,"Regular","HA NOI"
2234564,"Regular","HA NOI"
2234668,"Regular","HA NOI"
2304503,"Regular","HA NOI"
2304516,"Regular","HA NOI"
2304579,"Regular","PHU THO"
2284810,"Regular","HA NOI"
2284822,"Regular","HA NOI"
2284832,"Regular","VINH LONG"
2289146,"Regular","HA NOI"
2295623,"Regular","HA NOI"
2295639,"Regular","HA NOI"
229556,"Regular","VINH PHUC"
2295656,"Regular","HA NOI"
2295666,"Regular","HA NOI"
2295693,"Regular","HA NOI"
1157339,"Regular","HA NOI"
1157412,"Regular","HO CHI MINH"
2281748,"Regular","NGHE AN"
2281771,"Regular","HO CHI MINH"
2281786,"Regular","HA NOI"
228171,"Regular","HA NOI"
2281814,"Regular","HA NOI"
2281828,"Regular","QUANG TRI"
2281837,"Regular","HO CHI MINH"
2281838,"Regular","HO CHI MINH"
2281853,"Regular","HO CHI MINH"
2281878,"Regular","HO CHI MINH"
2295710,"Regular","HA NOI"
2295723,"Regular","HA NOI"
2295725,"Regular","HA NOI"
2295737,"Regular","HA NOI"
2295739,"Regular","HA NOI"
2295779,"Regular","HA NOI"
2295788,"Regular","HA NOI"
2295796,"Regular","HA NOI"
2295806,"Regular","HA NOI"
2295819,"Regular","HA NOI"
2295845,"Regular","HA NOI"
2295862,"Regular","HA NOI"
2295864,"Regular","HA NOI"
2295880,"Regular","HA NOI"
2295891,"Regular","HA NOI"
231771,"Regular","HO CHI MINH"
2317832,"Regular","HAI PHONG"
2317834,"Regular","HO CHI MINH"
2281657,"Regular","HA NOI"
2281665,"Regular","NGHE AN"
2281693,"Regular","HA NOI"
2281701,"Regular","HO CHI MINH"
2281741,"Regular","HA NOI"
2281763,"Regular","HA NOI"
22808,"Regular","HA NOI"
2249780,"Regular","HA NOI"
2249796,"Regular","AN GIANG"
2249834,"Regular","HO CHI MINH"
2249856,"Regular","HA NOI"
2249863,"Regular","HAI PHONG"
2249881,"Regular","AN GIANG"
2249899,"Regular","HAI PHONG"
2249926,"Regular","HO CHI MINH"
2249939,"Regular","CAN THO"
2281647,"Regular","BAC GIANG"
2281708,"Regular","BAC GIANG"
2281711,"Regular","HO CHI MINH"
2281735,"Regular","GIA LAI"
2281841,"Regular","HAI PHONG"
2281890,"Regular","DA NANG"
2318042,"Regular","HA NOI"
2318075,"Regular","HAI PHONG"
2318087,"Regular","HA NOI"
2242525,"Regular","HO CHI MINH"
2242563,"Regular","HA NOI"
2242584,"Regular","HA NOI"
2242595,"Regular","DONG NAI"
2242603,"Regular","DONG NAI"
2242605,"Regular","HA NOI"
2242613,"Regular","CAN THO"
2283589,"Regular","HA NOI"
2283596,"Regular","HA NOI"
2283598,"Regular","HA NOI"
2283600,"Regular","HA NOI"
2283617,"Regular","HO CHI MINH"
2283650,"Regular","HA NOI"
2283660,"Regular","THANH HOA"
2283686,"Regular","DA NANG"
2283694,"Regular","HA TINH"
2283705,"Regular","HA NOI"
2283758,"Regular","HA NOI"
2249959,"Regular","HO CHI MINH"
2249962,"Regular","QUANG NINH"
2249978,"Regular","CAN THO"
2249997,"Regular","HAI DUONG"
2250000,"Regular","DONG NAI"
232587,"Regular","HO CHI MINH"
2289175,"Regular","NHA TRANG"
2289200,"Regular","HO CHI MINH"
2282864,"Regular","HA NOI"
2282889,"Regular","AN GIANG"
2282909,"Regular","HA NOI"
2282924,"Regular","HA NOI"
2281570,"Regular","HA NOI"
2281572,"Regular","HA NOI"
2281616,"Regular","HA NOI"
2281632,"Regular","VINH LONG"
2281660,"Regular","AN GIANG"
2242762,"Regular","VINH LONG"
2242870,"Regular","HA NOI"
2242873,"Regular","AN GIANG"
22419,"Regular","DA NANG"
2249724,"Regular","HO CHI MINH"
2309466,"Regular","HO CHI MINH"
2317763,"Regular","HA NOI"
231769,"Regular","HO CHI MINH"
2317895,"Regular","DA NANG"
2317915,"Regular","BAC NINH"
2317930,"Regular","QUANG TRI"
2317937,"Regular","HO CHI MINH"
2318019,"Regular","HO CHI MINH"
2318022,"Regular","HO CHI MINH"
3903193,"Regular","HAI PHONG"
3903216,"Regular","THUA THIEN HUE"
3903228,"Regular","HA NOI"
3908367,"Regular","DA NANG"
390830,"Regular","BINH THUAN"
3908440,"Regular","HO CHI MINH"
3908442,"Regular","HO CHI MINH"
1160984,"Regular","HOA BINH"
1161016,"Regular","HA NOI"
1161033,"Regular","HOA BINH"
1709705,"Regular","HA NOI"
1084948,"Regular","HA NOI"
1084964,"Regular","HO CHI MINH"
1166612,"Regular","NAM DINH"
1166703,"Regular","NAM DINH"
1166727,"Regular","HA NOI"
1166742,"Regular","NAM DINH"
1108794,"Regular","HOA BINH"
1108801,"Regular","HAI PHONG"
1108849,"Regular","HO CHI MINH"
110876,"Regular","THUA THIEN HUE"
1108850,"Regular","HO CHI MINH"
1108860,"Regular","BINH THUAN"
1108877,"Regular","HO CHI MINH"
1108880,"Regular","HO CHI MINH"
1114462,"Regular","HA NOI"
1151605,"Regular","HA NOI"
1151612,"Regular","HAI PHONG"
1151647,"Regular","HA NOI"
1151663,"Regular","THANH HOA"
1151710,"Regular","HO CHI MINH"
1151805,"Regular","HO CHI MINH"
1114505,"Regular","HA NOI"
1151733,"Regular","HAI PHONG"
1151885,"Regular","HA NOI"
1229024,"Regular","HO CHI MINH"
122896,"Regular","HA NOI"
1229052,"Regular","HO CHI MINH"
1158239,"Regular","HA NOI"
1251836,"Regular","HA NOI"
1251852,"Regular","HO CHI MINH"
1251894,"Regular","HA NOI"
1251907,"Regular","HA NOI"
1251918,"Regular","HA NOI"
1251920,"Regular","HA NOI"
1251923,"Regular","HA NOI"
1251938,"Regular","HA NOI"
1251949,"Regular","HA NOI"
1251950,"Regular","HA NOI"
1251969,"Regular","HO CHI MINH"
1127149,"Regular","HA NOI"
1127165,"Regular","HA NOI"
1127328,"Regular","HO CHI MINH"
1127334,"Regular","QUANG NINH"
1127342,"Regular","HO CHI MINH"
1127345,"Regular","HO CHI MINH"
1127361,"Regular","HO CHI MINH"
1127371,"Regular","HO CHI MINH"
1127378,"Regular","HO CHI MINH"
1127386,"Regular","HO CHI MINH"
1151857,"Regular","HA NOI"
1151890,"Regular","HO CHI MINH"
1136887,"Regular","HA TINH"
1136944,"Regular","HA NOI"
1137055,"Regular","HAI PHONG"
113706,"Regular","NGHE AN"
1137152,"Regular","HO CHI MINH"
1137153,"Regular","NGHE AN"
1137169,"Regular","QUANG NINH"
1137309,"Regular","HA NOI"
1137330,"Regular","NAM DINH"
113729,"Regular","VINH PHUC"
1137397,"Regular","HA NOI"
110834,"Regular","HAI DUONG"
1108464,"Regular","HO CHI MINH"
1108467,"Regular","HO CHI MINH"
1108487,"Regular","HO CHI MINH"
2291581,"Regular","NAM DINH"
2291583,"Regular","HO CHI MINH"
2291594,"Regular","HO CHI MINH"
2291599,"Regular","HO CHI MINH"
2291604,"Regular","HO CHI MINH"
2257736,"Regular","THANH HOA"
2257767,"Regular","HAI DUONG"
2257770,"Regular","HA TINH"
2257784,"Regular","HA TINH"
2257785,"Regular","HA NOI"
2292321,"Regular","HA NOI"
2292337,"Regular","QUANG BINH"
2292345,"Regular","HO CHI MINH"
2281555,"Regular","No Info"
2281591,"Regular","HA NOI"
2291662,"Regular","NGHE AN"
229160,"Regular","DA NANG"
2291697,"Regular","HO CHI MINH"
229162,"Regular","HA NOI"
2282824,"Regular","HA NOI"
3908515,"Regular","No Info"
3908543,"Regular","HA NOI"
3908564,"Regular","HA NOI"
3908565,"Regular","HA NOI"
2317908,"Regular","DA NANG"
2317924,"Regular","BAC GIANG"
2317936,"Regular","CAN THO"
231787,"Regular","HO CHI MINH"
2317989,"Regular","BAC GIANG"
2318206,"Regular","HA NOI"
2309113,"Regular","No Info"
2309156,"Regular","THANH HOA"
2309158,"Regular","HA NOI"
2309227,"Regular","HA NOI"
2309279,"Regular","NAM DINH"
2309415,"Regular","BINH DINH"
2214319,"Regular","HA NOI"
2214344,"Regular","BINH DUONG"
2214375,"Regular","HA NOI"
2214418,"Regular","AN GIANG"
2214438,"Regular","BINH DINH"
1154316,"Regular","HA NOI"
1154337,"Regular","CAN THO"
2282442,"Regular","HOA BINH"
2282616,"Regular","HA NOI"
2282580,"Regular","No Info"
2282649,"Regular","HA NOI"
2282672,"Regular","HA NOI"
2282735,"Regular","HA NOI"
2897338,"Regular","HA NOI"
2897368,"Regular","HA NOI"
2897373,"Regular","THANH HOA"
2226848,"Regular","HA NOI"
2226858,"Regular","HA NOI"
2227057,"Regular","HA NOI"
2282182,"Regular","THAI BINH"
2282199,"Regular","HO CHI MINH"
1136769,"Regular","HA NOI"
1136770,"Regular","HO CHI MINH"
1136900,"Regular","HO CHI MINH"
1144708,"Regular","HO CHI MINH"
1110790,"Regular","HA NOI"
1110809,"Regular","HA NOI"
1110851,"Regular","HA NOI"
1110875,"Regular","HO CHI MINH"
1110877,"Regular","HO CHI MINH"
1110892,"Regular","HO CHI MINH"
1110894,"Regular","HO CHI MINH"
1110900,"Regular","HO CHI MINH"
1110914,"Regular","HO CHI MINH"
1110916,"Regular","HO CHI MINH"
1088529,"Regular","HA NOI"
1088574,"Regular","HA NOI"
1088603,"Regular","HA NOI"
1123179,"Regular","HA NOI"
1134679,"Regular","HA NOI"
1134773,"Regular","THAI BINH"
2285333,"Regular","HA NOI"
2285343,"Regular","HA NOI"
1161283,"Regular","HOA BINH"
1161290,"Regular","HOA BINH"
1161297,"Regular","HOA BINH"
1161299,"Regular","HOA BINH"
1161304,"Regular","VUNG TAU"
1161342,"Regular","HOA BINH"
1161346,"Regular","HOA BINH"
1161348,"Regular","HOA BINH"
1161357,"Regular","HOA BINH"
1129297,"Regular","HO CHI MINH"
1129309,"Regular","HA NOI"
1149404,"Regular","HA NOI"
2920185,"Regular","HA NOI"
2920215,"Regular","HA NOI"
2920221,"Regular","HA NOI"
2897479,"Regular","No Info"
2276422,"Regular","HA NOI"
2326884,"Regular","DONG NAI"
2326904,"Regular","HA NOI"
2326952,"Regular","HA NOI"
2326967,"Regular","HA NOI"
2326969,"Regular","HA NOI"
2326984,"Regular","HAI PHONG"
2334303,"Regular","HO CHI MINH"
2334326,"Regular","HA NOI"
1132692,"Regular","HO CHI MINH"
1132694,"Regular","HA NOI"
1132703,"Regular","HA NOI"
2897525,"Regular","HA NOI"
2897538,"Regular","HA NOI"
2897548,"Regular","HA NOI"
2897559,"Regular","NGHE AN"
289747,"Regular","HAI PHONG"
2897575,"Regular","No Info"
2897583,"Regular","HA NOI"
2322555,"Regular","HAI PHONG"
2264983,"Regular","NAM DINH"
2264984,"Regular","HO CHI MINH"
2265005,"Regular","HA NOI"
2304448,"Regular","HA NOI"
2304494,"Regular","HA NOI"
2304497,"Regular","HAI PHONG"
2304527,"Regular","HA NOI"
230449,"Regular","HO CHI MINH"
1132764,"Regular","HAI PHONG"
1132766,"Regular","HO CHI MINH"
1132775,"Regular","HO CHI MINH"
1132788,"Regular","HA NOI"
1132791,"Regular","HAI PHONG"
1132806,"Regular","HAI PHONG"
1132810,"Regular","HO CHI MINH"
1132869,"Regular","DA NANG"
1132904,"Regular","HO CHI MINH"
111800,"Regular","HA NOI"
1118141,"Regular","HO CHI MINH"
2290107,"Regular","HO CHI MINH"
2290112,"Regular","HAI PHONG"
2290152,"Regular","HO CHI MINH"
2290155,"Regular","HO CHI MINH"
2290208,"Regular","CAN THO"
2290323,"Regular","No Info"
2290332,"Regular","HAI PHONG"
2290349,"Regular","DONG NAI"
2326508,"Regular","HA NOI"
2298992,"Regular","QUANG NINH"
2299014,"Regular","HA NOI"
2299021,"Regular","BAC GIANG"
2299108,"Regular","VINH LONG"
230058,"Regular","HO CHI MINH"
2300730,"Regular","THUA THIEN HUE"
2307210,"Regular","HA NOI"
2264661,"Regular","HA NOI"
2264728,"Regular","HA NOI"
2264741,"Regular","HA NOI"
2264770,"Regular","BAC NINH"
2264799,"Regular","HAI DUONG"
2264817,"Regular","VUNG TAU"
1151498,"Regular","DA NANG"
1151538,"Regular","HA NOI"
1151636,"Regular","HO CHI MINH"
1151643,"Regular","HO CHI MINH"
1174399,"Regular","HO CHI MINH"
1174469,"Regular","THUA THIEN HUE"
2290906,"Regular","HO CHI MINH"
2290916,"Regular","HO CHI MINH"
2392660,"Regular","HO CHI MINH"
2948923,"Regular","HA NOI"
2948947,"Regular","NAM DINH"
2948966,"Regular","HA NOI"
294888,"Regular","QUANG TRI"
2949014,"Regular","HA NOI"
2376601,"Regular","AN GIANG"
237652,"Regular","HAI PHONG"
2376616,"Regular","HA NOI"
2376630,"Regular","No Info"
2935297,"Regular","HO CHI MINH"
2935303,"Regular","HA TINH"
2935304,"Regular","HO CHI MINH"
2972463,"Regular","BAC GIANG"
297241,"Regular","QUANG BINH"
297242,"Regular","HA NOI"
2290959,"Regular","HA NOI"
229091,"Regular","BAC NINH"
2291034,"Regular","BAC GIANG"
2291066,"Regular","DONG NAI"
229098,"Regular","HA NOI"
2317704,"Regular","HO CHI MINH"
2317729,"Regular","HO CHI MINH"
2242134,"Regular","HO CHI MINH"
2242140,"Regular","KIEN GIANG"
2319563,"Regular","HA NOI"
2319572,"Regular","HA NOI"
2319590,"Regular","HA NOI"
2319605,"Regular","HA NOI"
2319611,"Regular","HA NOI"
231956,"Regular","HO CHI MINH"
2319660,"Regular","BINH DINH"
2326272,"Regular","HA NOI"
2326325,"Regular","BAC NINH"
232628,"Regular","HO CHI MINH"
2299085,"Regular","BAC GIANG"
2299095,"Regular","HO CHI MINH"
2299119,"Regular","BAC GIANG"
113552,"Regular","NHA TRANG"
1135680,"Regular","HO CHI MINH"
1135746,"Regular","HO CHI MINH"
1135748,"Regular","HO CHI MINH"
1135756,"Regular","HO CHI MINH"
1135758,"Regular","HO CHI MINH"
1135766,"Regular","HO CHI MINH"
110297,"Regular","HO CHI MINH"
1103060,"Regular","HA NOI"
1103066,"Regular","HA NOI"
1103086,"Regular","HA NOI"
1103189,"Regular","QUANG BINH"
1046189,"Regular","HA NOI"
1046199,"Regular","HA NOI"
1103217,"Regular","HA NOI"
1103268,"Regular","HO CHI MINH"
110325,"Regular","HO CHI MINH"
1103348,"Regular","HA NOI"
1103357,"Regular","HA NOI"
1129105,"Regular","HO CHI MINH"
1129132,"Regular","HO CHI MINH"
112911,"Regular","HA NOI"
1129202,"Regular","HA NOI"
1129213,"Regular","DA NANG"
1129243,"Regular","HO CHI MINH"
1096904,"Regular","HA NOI"
109682,"Regular","DA NANG"
1096958,"Regular","LONG AN"
104627,"Regular","VINH PHUC"
1046380,"Regular","HA NOI"
1046440,"Regular","HO CHI MINH"
1094620,"Regular","HA NOI"
113674,"Regular","HAI PHONG"
1103515,"Regular","HOA BINH"
1103517,"Regular","HA NOI"
1201393,"Regular","THUA THIEN HUE"
1201432,"Regular","HO CHI MINH"
1201474,"Regular","HA NOI"
1123692,"Regular","HA NOI"
1123725,"Regular","HA NOI"
1123747,"Regular","HA NOI"
1123788,"Regular","HA NOI"
1129019,"Regular","HA TINH"
1129086,"Regular","NAM DINH"
1123493,"Regular","HA NOI"
1123510,"Regular","HA NOI"
112352,"Regular","HAI PHONG"
1123612,"Regular","HA NOI"
1123666,"Regular","HA NOI"
1123676,"Regular","NGHE AN"
103980,"Regular","THANH HOA"
1039975,"Regular","HA NOI"
1039977,"Regular","HA NOI"
1040030,"Regular","HA NOI"
1040067,"Regular","HA NOI"
1045823,"Regular","HA NOI"
2897402,"Regular","HA NOI"
2897404,"Regular","HA NOI"
2897415,"Regular","HA NOI"
2897440,"Regular","HA NOI"
2897451,"Regular","No Info"
2897453,"Regular","No Info"
2897467,"Regular","No Info"
1160731,"Regular","HA NOI"
1160792,"Regular","HOA BINH"
1160801,"Regular","HOA BINH"
1160832,"Regular","HA NOI"
1160889,"Regular","HO CHI MINH"
113480,"Regular","HAI PHONG"
1113217,"Regular","HO CHI MINH"
1113296,"Regular","HO CHI MINH"
1113306,"Regular","HA NOI"
1113328,"Regular","HA NOI"
2282211,"Regular","HA NOI"
2282348,"Regular","HO CHI MINH"
2282467,"Regular","DONG NAI"
2855959,"Regular","HO CHI MINH"
1160896,"Regular","HA NOI"
1160958,"Regular","HA NOI"
1160961,"Regular","HOA BINH"
116088,"Regular","HAI DUONG"
1132588,"Regular","HO CHI MINH"
1132593,"Regular","HO CHI MINH"
244595,"Regular","KIEN GIANG"
2446067,"Regular","AN GIANG"
2446072,"Regular","HA NOI"
2446088,"Regular","AN GIANG"
2446146,"Regular","No Info"
2318349,"Regular","HO CHI MINH"
2318402,"Regular","HAI PHONG"
2318418,"Regular","HA TINH"
231842,"Regular","HO CHI MINH"
2318515,"Regular","HA NOI"
2318558,"Regular","HA NOI"
2318594,"Regular","DONG NAI"
231853,"Regular","HO CHI MINH"
2312006,"Regular","HA NOI"
231192,"Regular","DA NANG"
2312023,"Regular","HAI PHONG"
2312032,"Regular","QUANG NINH"
2312047,"Regular","QUANG NINH"
2312052,"Regular","QUANG NINH"
231202,"Regular","VINH PHUC"
2312209,"Regular","HA NOI"
2392840,"Regular","HO CHI MINH"
2392934,"Regular","HO CHI MINH"
2392500,"Regular","THANH HOA"
2392593,"Regular","HA NOI"
2446319,"Regular","HA NOI"
2376251,"Regular","HAI DUONG"
2376395,"Regular","HAI DUONG"
2376434,"Regular","HA NOI"
2376464,"Regular","HO CHI MINH"
2376519,"Regular","HA NOI"
2376526,"Regular","BAC NINH"
2376534,"Regular","THUA THIEN HUE"
3858868,"Regular","No Info"
3858875,"Regular","HO CHI MINH"
3858909,"Regular","No Info"
3858911,"Regular","No Info"
3858921,"Regular","HO CHI MINH"
3858937,"Regular","No Info"
3858940,"Regular","NGHE AN"
38580,"Regular","HA NOI"
3858991,"Regular","QUANG NINH"
3859015,"Regular","No Info"
3859027,"Regular","BAC GIANG"
3874095,"Regular","No Info"
1186965,"Regular","HA NOI"
118688,"Regular","HA NOI"
2319278,"Regular","HA NOI"
2319349,"Regular","HA NOI"
2319350,"Regular","HA NOI"
2972767,"Regular","No Info"
2972786,"Regular","HO CHI MINH"
2972789,"Regular","HO CHI MINH"
2972804,"Regular","No Info"
2929772,"Regular","HO CHI MINH"
2929858,"Regular","No Info"
3915862,"Regular","No Info"
3915919,"Regular","DONG NAI"
3915935,"Regular","DONG NAI"
3915941,"Regular","DONG NAI"
3915954,"Regular","DONG NAI"
3915991,"Regular","THAI BINH"
3956508,"Regular","HA NOI"
3956541,"Regular","No Info"
3956599,"Regular","HO CHI MINH"
3956638,"Regular","DONG NAI"
3917410,"Regular","No Info"
3945944,"Regular","HO CHI MINH"
3943802,"Regular","HO CHI MINH"
3943832,"Regular","HA NOI"
3943867,"Regular","HAI DUONG"
3943873,"Regular","HO CHI MINH"
3943876,"Regular","No Info"
3943892,"Regular","HAI PHONG"
395136,"Regular","THANH HOA"
3956475,"Regular","VINH LONG"
3956496,"Regular","HOA BINH"
3956498,"Regular","HOA BINH"
3956510,"Regular","HA NOI"
3943918,"Regular","No Info"
3943964,"Regular","No Info"
3944028,"Regular","THAI BINH"
3944079,"Regular","No Info"
3944090,"Regular","No Info"
3917420,"Regular","HA NOI"
2384501,"Regular","HA NOI"
2390662,"Regular","HA NOI"
2390698,"Regular","DA NANG"
2390704,"Regular","HA NOI"
2390710,"Regular","HO CHI MINH"
2390773,"Regular","HA NOI"
2390774,"Regular","HA NOI"
29289,"Regular","HO CHI MINH"
2929899,"Regular","HA NOI"
2929944,"Regular","HO CHI MINH"
2929947,"Regular","HA NOI"
2929977,"Regular","No Info"
2930048,"Regular","No Info"
2930051,"Regular","HO CHI MINH"
2930075,"Regular","HA NOI"
2930093,"Regular","HAI PHONG"
2930104,"Regular","HA NOI"
2930112,"Regular","NHA TRANG"
2974487,"Regular","HA NOI"
3930480,"Regular","CAN THO"
3930486,"Regular","QUANG NINH"
3930574,"Regular","No Info"
3930614,"Regular","No Info"
3935953,"Regular","VINH LONG"
3935968,"Regular","HA NOI"
3935987,"Regular","NAM DINH"
3935991,"Regular","NAM DINH"
3935995,"Regular","HA NOI"
3877181,"Regular","CAN THO"
38762,"Regular","HA NOI"
3877207,"Regular","HO CHI MINH"
3877226,"Regular","HA NOI"
3877257,"Regular","HA NOI"
3877259,"Regular","THAI BINH"
3929397,"Regular","GIA LAI"
392934,"Regular","HO CHI MINH"
3929472,"Regular","No Info"
3929519,"Regular","BAC GIANG"
3929549,"Regular","No Info"
3958280,"Regular","NAM DINH"
3958304,"Regular","NAM DINH"
3958305,"Regular","NAM DINH"
3958309,"Regular","NAM DINH"
395822,"Regular","HO CHI MINH"
3958317,"Regular","NAM DINH"
3958318,"Regular","NAM DINH"
3958320,"Regular","NAM DINH"
3958339,"Regular","NAM DINH"
3958352,"Regular","NAM DINH"
3958377,"Regular","THUA THIEN HUE"
3958418,"Regular","HA NOI"
3958446,"Regular","QUANG NAM"
3958469,"Regular","THAI BINH"
3958472,"Regular","THAI BINH"
3958473,"Regular","THAI BINH"
3958500,"Regular","THAI BINH"
3958521,"Regular","HO CHI MINH"
3935810,"Regular","No Info"
4403859,"Regular","No Info"
4403905,"Regular","BINH THUAN"
4416543,"Regular","HA NOI"
4416599,"Regular","HA NOI"
4416601,"Regular","HA NOI"
4416618,"Regular","No Info"
4416624,"Regular","PHU THO"
4416626,"Regular","No Info"
441655,"Regular","THUA THIEN HUE"
4416661,"Regular","No Info"
4416681,"Regular","HA NOI"
4416686,"Regular","No Info"
4416702,"Regular","HA NOI"
4416704,"Regular","HA NOI"
4416711,"Regular","HA NOI"
4365392,"Regular","DA NANG"
4365406,"Regular","DA NANG"
3891667,"Regular","HAI PHONG"
3891704,"Regular","VINH LONG"
3891723,"Regular","HA TINH"
3896816,"Regular","No Info"
3896818,"Regular","QUANG NAM"
11386,"Regular","HO CHI MINH"
1160814,"Regular","HOA BINH"
1160840,"Regular","HA NOI"
1160874,"Regular","HO CHI MINH"
1768430,"Regular","HO CHI MINH"
1179498,"Regular","HA NOI"
1179510,"Regular","HA NOI"
1179554,"Regular","HO CHI MINH"
1185957,"Regular","NGHE AN"
1154458,"Regular","NHA TRANG"
1154517,"Regular","HO CHI MINH"
